path,disposition,reason,source_git_blob,matches,layer,dependencies,outcome
Untitled 3.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,dae590e41a60a5b7e00c1de7eb2bcc47537a10d0,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/LEDGER.md,PATCH_REQUIRED,Direct current repair or derived/metadata/state propagation from accepted deltas.,30cc15ce19a30310f9f1b05c5944174d771c27d3,21,current,template → generated member → MANIFEST; validator/test; STATE/LEDGER/continuation,COMPLETED
_PROVENANCE/O03_SWEEP_20260727-132614.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,7f66dddf78140120efcebbe3b26c4224e2768d84,2,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/OPEN.md,PATCH_REQUIRED,Direct current repair or derived/metadata/state propagation from accepted deltas.,d7210b71d6a78362bd2608c7977bb5b75ea4a326,20,current,template → generated member → MANIFEST; validator/test; STATE/LEDGER/continuation,COMPLETED
_PROVENANCE/P0_EVIDENCE_INVENTORY_v0_1.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,cb97df522e84b2a537e8f464536b6126e834bfc9,3,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/P1N_VALIDATION_2026-07-19/ASSESSMENT_R1_R2_AND_PIPELINE_v0_1.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,3116eaecee6710ae9d0b861c43f20a745ba39e24,3,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/P1N_VALIDATION_2026-07-19/P1_NARROW_PERSISTENCE_SEARCH.yaml,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,ee2c754cfef4f2aed46324839bd27b79e2bd9f60,2,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/P1N_VALIDATION_2026-07-19/P1_NARROW_VALIDATION_REPORT.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,6fe901a1e89239c6cedeebd1c66b3de1a4ab893f,3,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/P1N_VALIDATION_2026-07-19/P1_NARROW_VERDICT.yaml,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,27252a6d3d336c3a49cd27595dcdf77e313a0bd2,3,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/P1N_VALIDATION_2026-07-19/R2_SECOND_WITNESS/R2_EVIDENCE.json,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,216d8ab1ef90d4f9b015b39cb807ed1e2256874f,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/P1N_VALIDATION_2026-07-19/R2_SECOND_WITNESS/R2_SECOND_WITNESS_REPORT.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,1203f317c9d014cfda0787287954ebfca403b2e2,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/P1_narrow/_work/session13_window1_operator_verbatim.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,705dfc60ef8c9a40fc0b211db1ef23dc10c7cb2c,9,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/P1_narrow/_work/session13_window1_segments.jsonl,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,dce82bd6027785b4dd26198ae679742c55f74554,47,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/P1_narrow/_work/session13_window2_operator_verbatim.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,f8c9c77e730b8af9066d9f5e73a2d24adda7c4cb,23,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,a2fb48a13911780de6c56796698b76b406576bcd,59,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/P1_narrow/session13_window1_replay.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,eb41598d35ae72c53f80fd4c1012ea17e0669e3e,2,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/P1_narrow/session13_window2_replay.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,69b5617d7f7ff1b6b72dfeef6addaed17260dedc,3,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/REASSESSMENT_2026-07-19/MIGRATION_BUNDLE_REASSESSMENT_v0_1.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,ef813ca2c41c8a48042f75ca75d0f6499a31da92,4,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/S13_BRIDGE/APPLY/CURRENT_SESSION_DELTA_AND_CONTINUATION_2026-07-19.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,5760d177d490c72c3e55c8759c5ed0fc6f3a3488,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/S13_BRIDGE/POST_APPLY/BRIDGE_OPEN_DECISIONS_v2.yaml,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,703b24a7ef983376a7bfb744f285b37175faee7f,2,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/S13_BRIDGE/POST_APPLY/POST_APPLICATION_MANIFEST.json,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,fbe636f7a68b2719d71d77f4a45affe069331972,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/S13_BRIDGE/PREFLIGHT/BRIDGE_OPEN_DECISIONS.yaml,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,a547f56df9070a4ac4689ec85269c8c3eb64b1a0,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/S13_BRIDGE/PREFLIGHT/P1_NARROW_PERSISTENCE_SEARCH.repaired_v2.yaml,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,67a7b56a2a2be607d54a8b09e4dd0eaab5af6768,2,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/S13_BRIDGE/SESSION13_CANDIDATE_PATCHSET/PATCH-01_R_LIST_v0_2_FIRM_CANON.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,deb54237b735b3d2a644ac703997633c05a02a57,6,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/S13_BRIDGE/SESSION13_IMPACT_GRAPH.yaml,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,1fb14918511c7f327f59798d8fce5442960c62ac,4,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/S13_BRIDGE/SESSION13_STALENESS_MAP.yaml,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,7fe4134c71ea8c120773ef6f47a0277cbdb93792,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/S13_BRIDGE/SESSION13_TEST_PLAN.yaml,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,740b2295271211debd14e9cae73620b631bd66c0,2,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/SKILL_FILES_SEARCH_CHECKLIST.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,3cbdcf160de1549dd40002833d119b3568e14e58,5,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/STATE.md,PATCH_REQUIRED,Direct current repair or derived/metadata/state propagation from accepted deltas.,c5c78efabfa2adda27f4b9cdb5b5cff9a6138249,1,current,template → generated member → MANIFEST; validator/test; STATE/LEDGER/continuation,COMPLETED
_PROVENANCE/T14_extractions/bda23828_build_harvest.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,21d70a9a574869137189b60fc6f8f5ccdbb5aadf,32,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/T14_extractions/fc16fb1a_mvp_buildable_substance.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,221db23825cbdca67acdd59e8f452f501f517a67,10,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_4.html,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,dcbf3b4be227d1451724056e30172ce035bf7b54,8,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5.html,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,cfc602e0347fd9b5d4a00c3e0cf7c17a3838261f,8,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5_claude.html,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,692ed1fffbff702bd899ba5e0b3b5521acb2afcf,8,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/o03_sweep.ps1,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,eafb52de5e7a32b078012271855012daee80c3b2,4,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/rescue_skill.ps1,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,d0d18458c06616272f3b6ccb77a01dbde0944153,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/06_LESSONS_LEARNED_2026-07.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,1083cdfdc994510d1d1e494bba8c30266051c15f,6,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/SKILL.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,098f2c3c4c076ac2c9ea88ad5ad685c2102b64d6,3,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/state_snapshot_2026-07-19/LEDGER.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,fc92bd6b88967fe3cf53b246f209641dd818b1fc,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/state_snapshot_2026-07-19/OPEN.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,b4457a37d031dac1fddaea98d2ce2427e737540d,10,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/state_snapshot_2026-07-19/P1_NARROW_VERDICT.yaml,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,27252a6d3d336c3a49cd27595dcdf77e313a0bd2,3,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/state_snapshot_2026-07-19/STATE.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,d09c84b5b832e4f9ecc4c9cf8d00c50fb4a0659f,2,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/skill_v1_1/upload_build_2026-07-20/BUILD_NOTE.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,d5583ffd5358a36b66c5cc46ad727bb85c62d865,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/structural_fold/AUX_INPUT_3_INTEGRATION_v0_1.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,92709aa32d5c24dc89d3a519933174834619b0ee,6,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/structural_fold/STRUCTURAL_FOLD_INTEGRATION_v0_1.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,c2488e91974e25c192e22eb5931ab2bba695f396,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/structural_fold/corpus_fold_extension_v0_2.html,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,0fac3a35d28642aee241242e775fc260652fa2ef,3,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
_PROVENANCE/structural_fold/corpus_fold_extension_v0_2.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,6220281b3c3f6d22595ee73cf279a5627075f8a8,8,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/C-Downloads/02_LESSONS_seeing-maestro.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,ce3f27e82bf79686355e34612a638581975e098a,3,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/C-Downloads/MAESTRO_ADMIN_CONTEXT_PATCH_RUNTIME_REPAIR_002.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,71fa6a7b4fedde2eb09774c3c196f985a07579d5,2,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/C-Downloads/MAESTRO_CANONICAL_MANIFEST.yaml,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,cb622578f7be4fc02f4ff5262b24245294c2cca1,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/C-Downloads/MAESTRO_END_TO_END_PROCESS_TREE.yaml,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,c83e6f10d92857e840090ad7a092a706ae4ea4fc,2,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/C-Downloads/maestro_admin_prompt_triad_delivery_alignment_v0_1.yaml,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,165209a7d11effcfae7784a0f97823ec15fcd7b2,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/C-Downloads/maestro_v3_documents051226-05142026/files/02_OPERATOR_CONFIRMED_CANON.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,dc9ef94cf46d9ac7abdde5278cbdd240d3e4b185,4,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/C-Downloads/maestro_v3_documents051226-05142026/files/03_CURRENT_STATE.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,624a38b2479ece20351aa3b5d62432fdf7f1fd41,3,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/C-Downloads/maestro_v3_documents051226-05142026/files/04_OPEN_DECISIONS_AND_BLOCKERS.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,2cb0c329e2f5527e4784facbe8ce70b0635e54dc,3,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/C-Downloads/maestro_v3_documents051226-05142026/files/05_CORPUS_INDEX.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,9066ff7172b5f9ba00e0a63f738a5c29331cee64,2,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/C-Downloads/maestro_v3_documents051226-05142026/files/06_FORBIDDEN_ACTIONS.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,2230ea586d6a6dd14f2c42df98eca85f837d5898,2,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/C-Downloads/maestro_v3_documents051226-05142026/files/08_DELIVERED_ARTIFACTS_THIS_SESSION.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,011e705b4f0b64ba03cc4abf6de082200048e890,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/D-Maestro/MAESTRO_ON_MOSAIC_RUNTIME_BOOTSTRAP_v0_1/07_PRODUCT_POSITIONING.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,7a9bacd94c3e38881fc0918d2ad8930064633ac8,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/D-Maestro/MAESTRO_UPGRADE_ALIGNED_PACK_v0.2/MAESTRO_UPGRADE_ALIGNED_PACK_v0.2/maestro_admin_instructions_upgrade_v0.2.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,f5ea1a9bcb9efa2c7e82bbe64f5828bac024edf4,2,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/D-Maestro/MAESTRO_UPGRADE_ALIGNED_PACK_v0.2/MAESTRO_UPGRADE_ALIGNED_PACK_v0.2/maestro_architecture_knowledge_v0.2.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,567e76fc9d869583abe850e0b392dfac933daeac,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/D-Maestro/MAESTRO_UPGRADE_ALIGNED_PACK_v0.2/MAESTRO_UPGRADE_ALIGNED_PACK_v0.2/maestro_reassessment_prior_responses_v0.2.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,a704c22549937fa2bd22a96a799183759130e720,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/D-Maestro/MAESTRO_UPGRADE_ALIGNED_PACK_v0.2/MAESTRO_UPGRADE_ALIGNED_PACK_v0.2/maestro_upgrade_aligned_manifest_v0.2.yaml,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,cfc19ad974512b74fc51d9117431755b440e8883,1,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/D-Maestro/Maestro/Clippings/Big-AGI.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,44c364ee81bbf25fdd6c9e9ee5a16ba91aeb5e7d,2,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/D-Maestro/Maestro/Untitled 1.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,5762f5f0174704188ecc7ee74a140fc0f8152a8b,32,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/D-Maestro/Maestro/Untitled 5.md,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,b0a276fb5d97c3833f1a75250f62d053513c16ff,14,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/D-Maestro/Maestro/houseinorder.txt,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,e5c91e43ee35eb38afa4a66facd89787c7860350,77,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/D-Maestro/Maestro/inmyroom.tx.txt,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,ca827c1587b6cb89ed586fc357ed1c5fb0c8f496,11,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
artifacts/D-Maestro/Maestro/song.excellence.matrix.iterative.design.session.txt,HISTORICAL_ONLY,Preserved migration evidence; original wording does not independently govern current Maestro. Universal threshold interpretations are superseded by DEC-PROMO-01/02.,13a3206caa438c7d4f656ca970048b265e3b15bb,218,historical,historical evidence → interpretation only; no byte mutation,PRESERVED_UNCHANGED
