file,family,bytes,sha256,mode,operator_events,assistant_events,notes
o16e/thread_distillates/TH-14_session_ust.md,O16E_sample_archive,282608,5d2cc1ff9b80b50ff3386071490de1abe50c732863030ec4dcf9e39c1033ae28,structured_transcript,53,18,
o16e/thread_distillates/TH-15_chop_screw.md,O16E_sample_archive,151728,483c32804061c4bfe44df6b1b00a0fbb0790c06a134b41026de64db08cbe9bbe,structured_transcript,19,18,
o16e/thread_distillates/TH-16_extrct_engine.md,O16E_sample_archive,61429,547ff71267a3a31d86db2ae46fee7f0ecf7460804cb0f7f5f717ee3e6b2b9f84,structured_transcript,56,51,
o16e/thread_distillates/TH-17_v5_ust_sem.md,O16E_sample_archive,559492,6dfd45d4023e7575d515c5c54e5c58cc410ae318dd1ae01ef1057e6670b21cdb,structured_transcript,105,35,
o16e/thread_distillates/TH-18_devsession_iter.md,O16E_sample_archive,274390,24af330b0ac2fc4e63055364821ee810a71b313d9b3ab100601ddc2f09001d33,structured_transcript,35,35,
o16e/thread_distillates/TH-20a_chimera_gulf.md,chimera_evidence,19172,c041426945abd6a99f0db1ed6dbd2def2d14a51e00cd1f3a32dc8bfd7bee7237,structured_transcript,3,3,
o16e/thread_distillates/TH-20b_chimera_quality.md,chimera_evidence,114594,9b5e718673d0267ed5e6b5bae12d31f86561b388a48ee28a0e35bd736324b0fd,structured_transcript,61,61,
o16e/thread_distillates/TH-20c_lyric_baseline.md,O16E_sample_archive,21880,92105f4cd7833c52669f96258ac24602d517a36d25646248da98c2fc01610c4f,structured_transcript,27,26,
o16e/thread_distillates/TH-20d_branch_lyric.md,O16E_sample_archive,24783,42c186431377a408c5794e8b94145654fc83e002888f1ec780c4aa91a7deef22,structured_transcript,33,32,
o16e/thread_distillates/TH-22_foil_tiered.md,O16E_sample_archive,830495,619d076b6e516d3babcc966839a64677ecde739a7af6ce3e871d5d70283ba6e2,structured_transcript,37,1,
o16e/thread_distillates/TH-23_eldrik.md,O16E_sample_archive,1277672,6e9d7d9268f7b1599b3e4e0f21033d387e9d129af2dea3f452b4dada6ce234e1,structured_transcript,52,52,
o16e/thread_distillates/TH-24_day3.md,O16E_sample_archive,342,3c14fd42d80a1a8d2ca94b816d7267cd28a064c8952466cf49147b17feb1bd8f,artifact,0,0,
o16e/thread_distillates/TH-25_claud2.md,O16E_sample_archive,222,0247e1c64bb439eaafd02c115f88d15adc5b022c7efc1baccb539eddb32a4ab8,artifact,0,0,
o16e/thread_distillates/TH-27_051526.md,O16E_sample_archive,263794,fa8332d0525355e3567cb6789d4d2a8a1c6544dd51c89fc8f1762a929daea7fd,structured_transcript,22,22,
o16e/thread_distillates/TH-28_maestro5_report.md,O16E_sample_archive,240,8b32fd1da2eadeab0508970b92820921b4f46723b37319531c0bea22810e7e50,artifact,0,0,
o16e/thread_distillates/TH-31_v455_evidence.md,O16E_sample_archive,204778,2a2e448e4cf1d3ac3b552ed4ced8e18402ff88c3f73657e8745e29b8fb8cb1e4,structured_transcript,18,18,
o16e/thread_distillates/operator_turns.md,O16E_sample_archive,22986,96f452f0fbe3bf31768370d93ce92bc0612068a1ed570b3275b05dcdec989ee8,structured_transcript,10,9,
o16e/thread_registry_v0_1.json,O16E_sample_archive,7337,3b67560234dfaa62503c281a998cbca60aedfdf2e3e5601b14e8ffb8e5da4b8a,artifact,0,0,
