path,type,git_object,bytes,retrieved
.claude/skills/maestro-forensic-transcript/patterns/establish_congruency.md,blob,40ad35fb5494bf366a9c2525bcd4d2b2f8538910,655,True
.claude/skills/maestro-forensic-transcript/patterns/extract_operator_turns.md,blob,a43cac5821653520c6dfdf26508463cf1502da31,955,True
.claude/skills/maestro-forensic-transcript/patterns/fold_session.md,blob,103ec143bf8471c58397def7d12ce6580324111c,668,True
.claude/skills/maestro-forensic-transcript/patterns/register_contradiction.md,blob,05402f315f7ebb4a772e2f61723b73a1dc218bb6,798,True
.claude/skills/maestro-forensic-transcript/patterns/verify_coverage.md,blob,a92939f19731f9096897204ea8c33993e55adc85,709,True
.claude/skills/maestro-forensic-transcript/python/fold_laminate_v0_1.py,blob,445a420890ea357ccfe6e664739c79e1c2a899c6,18165,True
.claude/skills/maestro-forensic-transcript/python/parse_transcript_v0_2.py,blob,93a8564e9bb541931d422c41eadf3c5127f2101b,6967,True
.claude/skills/maestro-forensic-transcript/python/phantom_detect_v0_1.py,blob,3fe27fbcde28018d356287ca3d4614d16fe1c4b3,2083,True
.claude/skills/maestro-forensic-transcript/python/verify_coverage_v0_1.py,blob,a596313beabeaa7e68e6f733d4a571dccab30e57,1913,True
.claude/skills/maestro-forensic-transcript/state_snapshot_2026-07-19/LEDGER.md,blob,fc92bd6b88967fe3cf53b246f209641dd818b1fc,10911,True
.claude/skills/maestro-forensic-transcript/state_snapshot_2026-07-19/OPEN.md,blob,b4457a37d031dac1fddaea98d2ce2427e737540d,3636,True
.claude/skills/maestro-forensic-transcript/state_snapshot_2026-07-19/P1_NARROW_VERDICT.yaml,blob,27252a6d3d336c3a49cd27595dcdf77e313a0bd2,7139,True
.claude/skills/maestro-forensic-transcript/state_snapshot_2026-07-19/SNAPSHOT_NOTE.md,blob,30167ba54da479ff7866d08242571eab2d4a89a4,513,True
.claude/skills/maestro-forensic-transcript/state_snapshot_2026-07-19/STATE.md,blob,d09c84b5b832e4f9ecc4c9cf8d00c50fb4a0659f,3883,True
.claudian/claudian-settings.json,blob,4f555488c9618082386c80edb3ea534db6df191d,2574,True
.claudian/sessions/conv-1784278376532-rpmgdvzc3.meta.json,blob,713a10ce9e809b7d06c704f8647549eb72669dc9,313,True
.gitignore,blob,820dd5fc40c531a12b747f5fc692f7bbbe01ff6d,1252,True
.vscode/extensions.json,blob,5e1e896a4de4d874b95fa45a1689af3ba242327a,71,True
CLAUDE.md,blob,90d767e2f0456619726bd147ea4f7d64e4952f1a,1704,True
Clippings/AI Music 1.md,blob,bb881a65045fdc328a7b8957cf0d4638c4eb1a6d,143444,True
Clippings/AI Music 2 1.md,blob,039c80b20c17d046cb0b99118d742fd3af274bd6,29477,True
Clippings/AI Music 2.md,blob,200937f9e3665d82b24533ef35e6b4b66091b696,29141,True
Clippings/AI Music.md,blob,778851bcfb7ad2d5dd3d20dcafeb668c8c3a57a7,1388903,True
Human - Maestro v5b Workspace Discussion.md,blob,7ab091e1c372cf1134558e2ea792d519f0b03b5e,72215,True
Human - Maestro v5b Workspace Discussion.pdf,blob,0e30df26a8d0e10292aacc284f7eaafdc8ad89d4,490468,True
MOSAIC_system_architecture.svg,blob,2c83c554f0668aeb2b17af2426d2d58d6718073e,62370,True
Nexus AI Chat Imports/2024/01/2024-01-05 - AI Post-Response Verification System.md,blob,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,0,True
Nexus AI Chat Imports/2025/04/2025-04-24 - Music Industry Ops Framework.md,blob,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,0,True
README.md,blob,a7b71b5d07d3e6e18d6e36f6ae36a40970c8d9ff,3772,True
Untitled 1.md,blob,af756cf35d2ff3fa0de02ca5acdffa47d359df24,1163,True
Untitled 2.md,blob,41860f90d2d231a49ea85494546fa4b1b81d8a55,22619,True
Untitled 3.md,blob,dae590e41a60a5b7e00c1de7eb2bcc47537a10d0,11368,True
Untitled.base,blob,c6ab6096b938387c1f5b230561d5245128c650b8,39,True
Untitled.md,blob,5b940d87787a3bc1acb41109d6b11fa52c6cccbe,8708,True
_PROVENANCE/DEDUP_MANIFEST.json,blob,9f410570179c0b59d0224556c152516bafdc942d,59867,True
_PROVENANCE/GOAL.md,blob,87462fc2639ee609676e3c4c3fb8e5a16a7df3cc,8546,True
_PROVENANCE/INDEX.json,blob,d36228a95161885f296bacfe6f0547753c34e133,1639233,True
_PROVENANCE/LEDGER.md,blob,30cc15ce19a30310f9f1b05c5944174d771c27d3,42710,True
_PROVENANCE/O03_SWEEP_20260727-132614.csv,blob,4b53a605f2b5a5c635a11e7f5b87443790de1892,119361,True
_PROVENANCE/O03_SWEEP_20260727-132614.md,blob,7f66dddf78140120efcebbe3b26c4224e2768d84,2549,True
_PROVENANCE/O16E/_LAMINATED_CANON_INDEX.md,blob,d4d20f23afb71783870318e843d34bdb733f69e7,2590,True
_PROVENANCE/OPEN.md,blob,d7210b71d6a78362bd2608c7977bb5b75ea4a326,11888,True
_PROVENANCE/P0_EVIDENCE_INVENTORY_v0_1.md,blob,cb97df522e84b2a537e8f464536b6126e834bfc9,12604,True
_PROVENANCE/P1N_VALIDATION_2026-07-19/ASSESSMENT_R1_R2_AND_PIPELINE_v0_1.md,blob,3116eaecee6710ae9d0b861c43f20a745ba39e24,13298,True
_PROVENANCE/P1N_VALIDATION_2026-07-19/BRIDGE_RECONCILIATION_v0_1.md,blob,3226f32840101052aff7109f25492c22ebd0bf6a,7031,True
_PROVENANCE/P1N_VALIDATION_2026-07-19/P1_NARROW_CONTRADICTION_AUDIT.yaml,blob,bbfde9ae270d38fb1982e07a86995da2ad0e615b,4318,True
_PROVENANCE/P1N_VALIDATION_2026-07-19/P1_NARROW_COVERAGE.json,blob,5014c7d00d05969063c2fe321749fd2d88937e52,3026,True
_PROVENANCE/P1N_VALIDATION_2026-07-19/P1_NARROW_MUTATION_AUDIT.jsonl,blob,3ea4d3a3eb812694f7a25fdef38344e66bc0d2a5,5912,True
_PROVENANCE/P1N_VALIDATION_2026-07-19/P1_NARROW_PERSISTENCE_SEARCH.yaml,blob,ee2c754cfef4f2aed46324839bd27b79e2bd9f60,4999,True
_PROVENANCE/P1N_VALIDATION_2026-07-19/P1_NARROW_VALIDATION_REPORT.md,blob,6fe901a1e89239c6cedeebd1c66b3de1a4ab893f,9680,True
_PROVENANCE/P1N_VALIDATION_2026-07-19/P1_NARROW_VERDICT.yaml,blob,27252a6d3d336c3a49cd27595dcdf77e313a0bd2,7139,True
_PROVENANCE/P1N_VALIDATION_2026-07-19/R2_SECOND_WITNESS/R2_COVERAGE_RECHECK.json,blob,9228bed05dd1acd0ceb97728e3d9a41160f16201,796,True
_PROVENANCE/P1N_VALIDATION_2026-07-19/R2_SECOND_WITNESS/R2_EVIDENCE.json,blob,216d8ab1ef90d4f9b015b39cb807ed1e2256874f,6688,True
_PROVENANCE/P1N_VALIDATION_2026-07-19/R2_SECOND_WITNESS/R2_SECOND_WITNESS_REPORT.md,blob,1203f317c9d014cfda0787287954ebfca403b2e2,6289,True
_PROVENANCE/P1N_VALIDATION_2026-07-19/R2_SECOND_WITNESS/R2_VERDICT.yaml,blob,7a432186743f4f993393c59d0f666757010b412a,2417,True
_PROVENANCE/P1N_VALIDATION_2026-07-19/WORKSPACE_RELATIONSHIP_ADDENDUM_2026-07-19.md,blob,494c060cd080f01609ad16e685bd06bf1fbeafb8,1748,True
_PROVENANCE/P1_narrow/P1_NARROW_IMPACT_MAP.md,blob,32f6d29e8d7e7ae179f0a44e73cb8a6758229a1b,4458,True
_PROVENANCE/P1_narrow/_work/session13_window1_operator_verbatim.md,blob,705dfc60ef8c9a40fc0b211db1ef23dc10c7cb2c,51444,True
_PROVENANCE/P1_narrow/_work/session13_window1_segments.jsonl,blob,dce82bd6027785b4dd26198ae679742c55f74554,410630,True
_PROVENANCE/P1_narrow/_work/session13_window2_operator_verbatim.md,blob,f8c9c77e730b8af9066d9f5e73a2d24adda7c4cb,237496,True
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,blob,a2fb48a13911780de6c56796698b76b406576bcd,938456,True
_PROVENANCE/P1_narrow/session13_window1_replay.md,blob,eb41598d35ae72c53f80fd4c1012ea17e0669e3e,42703,True
_PROVENANCE/P1_narrow/session13_window2_replay.md,blob,69b5617d7f7ff1b6b72dfeef6addaed17260dedc,45035,True
_PROVENANCE/POINTER_FOR_CLAUDE_PROJECTS.md,blob,9dbf717fd4bfd0826e522d653529a1a5a8e8ac57,1789,True
_PROVENANCE/REASSESSMENT_2026-07-19/MIGRATION_BUNDLE_REASSESSMENT_v0_1.md,blob,ef813ca2c41c8a48042f75ca75d0f6499a31da92,7573,True
_PROVENANCE/S13_BRIDGE/APPLY/CURRENT_SESSION_DELTA_AND_CONTINUATION_2026-07-19.md,blob,5760d177d490c72c3e55c8759c5ed0fc6f3a3488,3476,True
_PROVENANCE/S13_BRIDGE/APPLY/annotation_hashes.json,blob,9fa0f510303465ed93301268ffaf7322d4fd8ad8,771,True
_PROVENANCE/S13_BRIDGE/APPLY/sweep_after.txt,blob,02a3ff313929a388bb9689d45adf34767d926717,1041,True
_PROVENANCE/S13_BRIDGE/POST_APPLY/BRIDGE_OPEN_DECISIONS_v2.yaml,blob,703b24a7ef983376a7bfb744f285b37175faee7f,1529,True
_PROVENANCE/S13_BRIDGE/POST_APPLY/POST_APPLICATION_MANIFEST.json,blob,fbe636f7a68b2719d71d77f4a45affe069331972,1194,True
_PROVENANCE/S13_BRIDGE/POST_APPLY/SESSION13_IMPACT_GRAPH_v2.yaml,blob,06a409d0eec03d295af122dd9eb00697cbdf2ec4,1270,True
_PROVENANCE/S13_BRIDGE/POST_APPLY/SESSION13_STALENESS_MAP_v2.yaml,blob,df95314d735b8f08b2950e2ca35853f219703ff0,1353,True
_PROVENANCE/S13_BRIDGE/POST_APPLY/SESSION13_TARGET_ROUTING_v2.yaml,blob,87a67323b8f122e876d804de41f5d83f545b46b1,1896,True
_PROVENANCE/S13_BRIDGE/POST_APPLY/SESSION13_TEST_PLAN_v2.yaml,blob,532237b7d32d289aa259b7aeb815af65fb9026d2,1351,True
_PROVENANCE/S13_BRIDGE/PREFLIGHT/BRIDGE_INPUT_MANIFEST.yaml,blob,9aa38fa916522a24fa6ff070de2c3e2e68bc873f,5411,True
_PROVENANCE/S13_BRIDGE/PREFLIGHT/BRIDGE_INPUT_VALIDATION.json,blob,19201f5f74cb34eb8debe04b60860d36a21bbe5d,3093,True
_PROVENANCE/S13_BRIDGE/PREFLIGHT/BRIDGE_OPEN_DECISIONS.yaml,blob,a547f56df9070a4ac4689ec85269c8c3eb64b1a0,2995,True
_PROVENANCE/S13_BRIDGE/PREFLIGHT/BRIDGE_PREFLIGHT_VERDICT.yaml,blob,f104343f02d31c57ee37002da18d8621935e3d68,4058,True
_PROVENANCE/S13_BRIDGE/PREFLIGHT/BRIDGE_PUBLIC_SURFACE_HOLD.yaml,blob,1f06dd7cd61e202eb2796fe7d66556f2515b6385,1774,True
_PROVENANCE/S13_BRIDGE/PREFLIGHT/BRIDGE_SCOPE_DELTA.yaml,blob,00f846c33b1840efb3d8b8e056f868009add47c9,2753,True
_PROVENANCE/S13_BRIDGE/PREFLIGHT/P1_NARROW_PERSISTENCE_SEARCH.repaired_v2.yaml,blob,67a7b56a2a2be607d54a8b09e4dd0eaab5af6768,5202,True
_PROVENANCE/S13_BRIDGE/PREFLIGHT/SESSION13_MUTATION_LEDGER_v0_1.jsonl,blob,c1682aaa0944e394e7d8f2f98171edc9c3fb2291,13349,True
_PROVENANCE/S13_BRIDGE/SESSION13_CANDIDATE_PATCHSET/PATCH-01_R_LIST_v0_2_FIRM_CANON.md,blob,deb54237b735b3d2a644ac703997633c05a02a57,26552,True
_PROVENANCE/S13_BRIDGE/SESSION13_CANDIDATE_PATCHSET/PATCH-02_v5c_canon_supersession_annotation.md,blob,49ee438bea7333d039846e4e014f23a4469df0f7,1600,True
_PROVENANCE/S13_BRIDGE/SESSION13_CANDIDATE_PATCHSET/PATCH-03_maestro_v0_K_namespace_annotation.md,blob,6f3498f38a5b61ad3e3fcc6b7f4014fc1fdcd752,1490,True
_PROVENANCE/S13_BRIDGE/SESSION13_CANDIDATE_PATCHSET/PATCH-04_runtime_rules_R_RT_QAF_01_PD_01.md,blob,fe60f7bfbba8c5a5d8aaaa776e12623176477f56,2064,True
_PROVENANCE/S13_BRIDGE/SESSION13_CANDIDATE_PATCHSET/PATCH-05_version_trinity_register.md,blob,4ab850bc2dfa8985d66abfc932db7b0cae224ee6,1634,True
_PROVENANCE/S13_BRIDGE/SESSION13_EXPERT_ADJUDICATION.yaml,blob,d745609a3ba16dab9368c9d5bd1283e9d8652f26,2541,True
_PROVENANCE/S13_BRIDGE/SESSION13_IMPACT_GRAPH.yaml,blob,1fb14918511c7f327f59798d8fce5442960c62ac,2486,True
_PROVENANCE/S13_BRIDGE/SESSION13_STALENESS_MAP.yaml,blob,7fe4134c71ea8c120773ef6f47a0277cbdb93792,1745,True
_PROVENANCE/S13_BRIDGE/SESSION13_TARGET_ROUTING.yaml,blob,63a4c101b9f2fb9da3cef95a55defd8fd40c2756,2166,True
_PROVENANCE/S13_BRIDGE/SESSION13_TEST_PLAN.yaml,blob,740b2295271211debd14e9cae73620b631bd66c0,2319,True
_PROVENANCE/SKILL_FILES_SEARCH_CHECKLIST.md,blob,3cbdcf160de1549dd40002833d119b3568e14e58,6608,True
_PROVENANCE/STATE.md,blob,c5c78efabfa2adda27f4b9cdb5b5cff9a6138249,11285,True
_PROVENANCE/T14_extractions/63122c11_cowork_continuation.md,blob,ec7504fee40998b48c4ce2ce6fa7834b0aae31a3,12929,True
_PROVENANCE/T14_extractions/970d0a6b_forensic_reconstruction.md,blob,9f7bbe191b71a790d2bf378d82d896ce2a4204ba,12708,True
_PROVENANCE/T14_extractions/bda23828_build_harvest.md,blob,21d70a9a574869137189b60fc6f8f5ccdbb5aadf,83327,True
_PROVENANCE/T14_extractions/c6dfad39_folder_cleanup.md,blob,79c0a1246b5744641e256f948d7235127bb427a3,31008,True
_PROVENANCE/T14_extractions/fc16fb1a_mvp_buildable_substance.md,blob,221db23825cbdca67acdd59e8f452f501f517a67,8135,True
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_4.html,blob,dcbf3b4be227d1451724056e30172ce035bf7b54,41883,True
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5.html,blob,cfc602e0347fd9b5d4a00c3e0cf7c17a3838261f,47567,True
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5_claude.html,blob,692ed1fffbff702bd899ba5e0b3b5521acb2afcf,50162,True
_PROVENANCE/method/METHOD_PATCHES_2026-07-19.md,blob,465ee748009937cae5478d261ebb35a3406ccb7a,2803,True
_PROVENANCE/method/correction_markers_v0_1.py,blob,eba0c966ebcb09a781d12bc961711fb4059b5144,1045,True
_PROVENANCE/method/persistence_sweep_v0_1.py,blob,6fe32161152b301d968e6eda4667d504f0ef719b,2137,True
_PROVENANCE/method/s13_split_validate_v0_1.py,blob,f80be88b295a5b406b744c579f5f02faebca8f05,2174,True
_PROVENANCE/o03_sweep.ps1,blob,eafb52de5e7a32b078012271855012daee80c3b2,7632,True
_PROVENANCE/recovered/KERNEL_from_im_dead_kb_2026-05-20.md,blob,146406ef4e72fe0a8df83396c596588c6bbd85ce,3961,True
_PROVENANCE/registers/version_trinity_v0_1.md,blob,8f4f2233b72a0ce3e38c3b8c4995d7a2a1527c69,1639,True
_PROVENANCE/rescue_skill.ps1,blob,d0d18458c06616272f3b6ccb77a01dbde0944153,2984,True
_PROVENANCE/skill_recovered_2026-07-20/RECOVERY_MANIFEST.csv,blob,2ab84ec5d82ade84776c1677ea836da2f4b3cdbd,4532,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/00_OPERATOR_ABOUT_ME.md,blob,90c678e8acfdb18cc059ac72e782bdf1809f499e,7128,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/01_METHODOLOGY.md,blob,b0f143015b948938a648670a29538ea6c493226a,5896,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/02_FAILURE_MODES.md,blob,abd2871bf74cdf9bef19b4709913bd86f4bf4c78,8040,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/03_WHY_AI_DEFAULTS_HERE.md,blob,316799609c7233cbddeb986833bbafcc4e05e951,11915,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/04_KERNEL.md,blob,b8bec19f0600bd0e5513f34ac99f360c362f60cf,5243,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/05_WORKFLOW.md,blob,9229c1711c2478740dc84cfac592612a8f111ed0,4482,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/06_LESSONS_LEARNED_2026-07.md,blob,1083cdfdc994510d1d1e494bba8c30266051c15f,4385,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/MANIFEST.yaml,blob,f15a1918fdffda30f48b56015d0c2bd24ade2368,4890,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/OPERATOR_CONTEXT.md,blob,bd3718ae58ee90cb19749475c1db70d9fc540306,2901,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/README_FIRST.md,blob,3b2793a78676091c6e3aa0b2b2b45810ccd9e17f,1210,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/SKILL.md,blob,098f2c3c4c076ac2c9ea88ad5ad685c2102b64d6,11086,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/SKILL_v1_ORIGINAL.md,blob,234df5a9c66b89a6a026958fe182d1f40dcb8cbd,9516,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/examples/EX01_flagship_no_parse_correction.md,blob,6bfbba9d2326747429955a3000b39c0bc0eed772,1407,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/examples/EX02_recovered_operator_inputs.md,blob,b1587b1ff55fac04f26f703e1a0fc6569c3013d4,1366,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/examples/EX03_contradiction_preservation_CR2.md,blob,a43c7309957a7318d83a3585b4490be29c0f60ef,1135,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/patterns/classify_mutation.md,blob,55436d44f50eacb1d5931089f9e9ca400d876830,1163,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/patterns/detect_phantom_commitment.md,blob,44b7fcaaf197d6e24553ac271274ba66e69dd7f3,767,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/patterns/establish_congruency.md,blob,40ad35fb5494bf366a9c2525bcd4d2b2f8538910,655,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/patterns/extract_operator_turns.md,blob,a43cac5821653520c6dfdf26508463cf1502da31,955,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/patterns/fold_session.md,blob,103ec143bf8471c58397def7d12ce6580324111c,668,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/patterns/register_contradiction.md,blob,05402f315f7ebb4a772e2f61723b73a1dc218bb6,798,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/patterns/verify_coverage.md,blob,a92939f19731f9096897204ea8c33993e55adc85,709,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/python/fold_laminate_v0_1.py,blob,445a420890ea357ccfe6e664739c79e1c2a899c6,18165,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/python/parse_transcript_v0_2.py,blob,93a8564e9bb541931d422c41eadf3c5127f2101b,6967,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/python/phantom_detect_v0_1.py,blob,3fe27fbcde28018d356287ca3d4614d16fe1c4b3,2083,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/python/verify_coverage_v0_1.py,blob,a596313beabeaa7e68e6f733d4a571dccab30e57,1913,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/state_snapshot_2026-07-19/LEDGER.md,blob,fc92bd6b88967fe3cf53b246f209641dd818b1fc,10911,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/state_snapshot_2026-07-19/OPEN.md,blob,b4457a37d031dac1fddaea98d2ce2427e737540d,3636,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/state_snapshot_2026-07-19/P1_NARROW_VERDICT.yaml,blob,27252a6d3d336c3a49cd27595dcdf77e313a0bd2,7139,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/state_snapshot_2026-07-19/SNAPSHOT_NOTE.md,blob,30167ba54da479ff7866d08242571eab2d4a89a4,513,True
_PROVENANCE/skill_recovered_2026-07-20/maestro-forensic-transcript/state_snapshot_2026-07-19/STATE.md,blob,d09c84b5b832e4f9ecc4c9cf8d00c50fb4a0659f,3883,True
_PROVENANCE/skill_v1_1/BOOTSTRAP_INPUT_CHATGPT.md,blob,83fefbfd04428216f90d535cdb5702582b2e3863,4517,True
_PROVENANCE/skill_v1_1/upload_build_2026-07-20/BUILD_NOTE.md,blob,d5583ffd5358a36b66c5cc46ad727bb85c62d865,2285,True
_PROVENANCE/structural_fold/AUX_INPUT_3_INTEGRATION_v0_1.md,blob,92709aa32d5c24dc89d3a519933174834619b0ee,5680,True
_PROVENANCE/structural_fold/STRUCTURAL_FOLD_INTEGRATION_v0_1.md,blob,c2488e91974e25c192e22eb5931ab2bba695f396,5364,True
_PROVENANCE/structural_fold/corpus_fold_extension_v0_2.html,blob,0fac3a35d28642aee241242e775fc260652fa2ef,22290,True
_PROVENANCE/structural_fold/corpus_fold_extension_v0_2.md,blob,6220281b3c3f6d22595ee73cf279a5627075f8a8,18593,True
artifacts/C-Downloads/02_LESSONS_seeing-maestro.md,blob,ce3f27e82bf79686355e34612a638581975e098a,8631,True
artifacts/C-Downloads/MAESTRO_ADMIN_ALL_IN_ONE_RUNTIME_PATCH_006.json,blob,2f4b172c9b7187e1902621ba3e8463efe7efaa38,40828,True
artifacts/C-Downloads/MAESTRO_ADMIN_CONTEXT_PATCH_RUNTIME_REPAIR_002.md,blob,71fa6a7b4fedde2eb09774c3c196f985a07579d5,20950,True
artifacts/C-Downloads/MAESTRO_ADMIN_CONTEXT_PATCH_RUNTIME_REPAIR_003.json,blob,17bdd099bdba1e9b07d0b01dbf6c44725a40c0af,23536,True
artifacts/C-Downloads/MAESTRO_ADMIN_CONTEXT_PATCH_RUNTIME_REPAIR_003.yaml,blob,e02d2d5abdb6d98c5aeeac037eb65dfc446c596d,19551,True
artifacts/C-Downloads/MAESTRO_ADMIN_CORRECTIVE_PATCH_BOOT_STATE_NORMALIZER_007.json,blob,06e28507df659a2fa06547c1ba8601b9c0ff1813,16657,True
artifacts/C-Downloads/MAESTRO_ADMIN_CORRECTIVE_PATCH_BOOT_STATE_NORMALIZER_007.yaml,blob,e32772bcd549b53fff60829d01e596da51d6361c,14305,True
artifacts/C-Downloads/MAESTRO_CANONICAL_MANIFEST.yaml,blob,cb622578f7be4fc02f4ff5262b24245294c2cca1,8761,True
artifacts/C-Downloads/MAESTRO_END_TO_END_PROCESS_TREE.yaml,blob,c83e6f10d92857e840090ad7a092a706ae4ea4fc,10599,True
artifacts/C-Downloads/maestro.yaml,blob,0e36da9deaf67aab0b3d23a8edc7eda0986002d9,1165,True
artifacts/C-Downloads/maestro_admin_prompt_triad_delivery_alignment_v0_1.yaml,blob,165209a7d11effcfae7784a0f97823ec15fcd7b2,11197,True
artifacts/C-Downloads/maestro_day3_work_window_script.md,blob,084308084ba4a8e9856054927c113307d0b7f7bf,12569,True
artifacts/C-Downloads/maestro_v3_documents/maestro_v3_documents/MAESTRO_EXECUTION_ENVIRONMENT_NARRATIVE_WIRING_META_PROMPT_v3.md,blob,e9ff45e2281bd7f52773c3cf3f989463efd6bb26,9917,True
artifacts/C-Downloads/maestro_v3_documents/maestro_v3_documents/MAESTRO_LOAD_SIDECHAIN_SLIPSTREAM_PROTOCOL_v3.md,blob,c4e93f43464b006871244aba64c36b8953481e10,7441,True
artifacts/C-Downloads/maestro_v3_documents/maestro_v3_documents/MAESTRO_REASSESSMENT_AND_STATE_CORRECTION_LOG.md,blob,61da5fc16e9deebea60f6e97b90a1f2f5c005f1b,5965,True
artifacts/C-Downloads/maestro_v3_documents/maestro_v3_documents/README.md,blob,9c10a752360686f1d2ba5e27a4d3f38852c627df,758,True
artifacts/C-Downloads/maestro_v3_documents051226-05142026/files/00_MANIFEST.md,blob,d1e9a5fcbde459db8ebf06c955f04053c8c5d2c0,4378,True
artifacts/C-Downloads/maestro_v3_documents051226-05142026/files/01_BOOT.md,blob,f315595c863e98cdb81ed943e70a9aa53ec41988,7998,True
