object,surface,layer,locator,offset,family,token,disposition,snippet
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 45 col 27007,401458,T97,97.5,provenance_record,canonical shape\n - HPA scoring / HSI injection / SEM\n - 97.5% pass threshold (CR-009)\n - Sacred Imperfection manda
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 45 col 30482,404933,T97,97.5,provenance_record,e output schema\n - HPA/HSI/SEM quality machinery\n - 97.5% threshold quality bar\n - Phantom-commitment failur
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 47 col 22816,429165,T97,97.5,provenance_record,"aestro two-part output canonical shape.\n - HPA, HSI, SEM, 97.5% threshold, Sacred Imperfection.\n - Phantom-commitmen"
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 47 col 27127,433476,T97,97.5,provenance_record,T output schema\n - HPA/HSI/SEM quality machinery\n - 97.5% threshold\n - Phantom-commitment failure mode\n
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 47 col 41217,447566,T97,97.5,provenance_record,"aestro two-part output canonical shape.\n - HPA, HSI, SEM, 97.5% threshold, Sacred Imperfection.\n - Phantom-commitmen"
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 47 col 45528,451877,T97,97.5,provenance_record,T output schema\n - HPA/HSI/SEM quality machinery\n - 97.5% threshold\n - Phantom-commitment failure mode\n
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 47 col 58782,465131,T97,97.5,provenance_record,"Show Summary, Creative UST, A/R Profile, \n HPA/HSI/SEM, 97.5% threshold, Sacred Imperfection, \n Phantom-commitme"
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 51 col 58442,567228,T97,97.5,provenance_record,and Universal Song Template. There's a quality threshold at 97.5% and various architectural councils and profiles that f
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 51 col 59219,568005,T97,97.5,provenance_record,"evaluated, vis/vig in the destination architecture, and the 97.5% pass threshold as the quality bar. Now I need to decid"
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 51 col 165480,674266,T97,97.5,provenance_record,and Universal Song Template. There's a quality threshold at 97.5% and various architectural councils and profiles that f
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 51 col 166257,675043,T97,97.5,provenance_record,"evaluated, vis/vig in the destination architecture, and the 97.5% pass threshold as the quality bar. Now I need to decid"
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 51 col 171409,680195,T97,97.5,provenance_record,"ction mandate\\\"" (controlled flaw insertion)\\n - \\\""97.5% pass threshold\\\"" / \\\""CR-009\\\"" (quality bar, repl"
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 51 col 174923,683709,T97,97.5,provenance_record,commitment failure mode\\n - Sacred Imperfection\\n - 97.5% threshold\\n - UST / Show Summary / Creative UST /
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 51 col 185256,694042,T97,97.5,provenance_record,nonical shape\\n - HPA scoring / HSI injection / SEM\\n - 97.5% pass threshold (CR-009)\\n - Sacred Imperfection mand
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 51 col 188872,697658,T97,97.5,provenance_record,output schema\\n - HPA/HSI/SEM quality machinery\\n - 97.5% threshold quality bar\\n - Phantom-commitment failu
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 51 col 193256,702042,T97,97.5,provenance_record,"ns, and the SEM scoring framework across twelve axes with a 97.5% pass threshold.\n\nThen there's the HPA scoring and Ke"
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 51 col 200924,709710,T97,97.5,provenance_record,"nt needs testable predicates. If I specify \""SEM scoring at 97.5% threshold,\"" I can ask of each W whether it has that c"
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 51 col 205130,713916,T97,97.5,provenance_record,me as R-MC-09\n\nR-MC-11 [FIRM] SEM scoring (12 axes) at 97.5% pass threshold\n (CR-009 supersedes 7
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 52 col 62946,787723,T97,97.5,provenance_record,and Universal Song Template. There's a quality threshold at 97.5% and various architectural councils and profiles that f
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 52 col 63723,788500,T97,97.5,provenance_record,"evaluated, vis/vig in the destination architecture, and the 97.5% pass threshold as the quality bar. Now I need to decid"
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 52 col 68875,793652,T97,97.5,provenance_record,"ction mandate\\\"" (controlled flaw insertion)\\n - \\\""97.5% pass threshold\\\"" / \\\""CR-009\\\"" (quality bar, repl"
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 52 col 72389,797166,T97,97.5,provenance_record,commitment failure mode\\n - Sacred Imperfection\\n - 97.5% threshold\\n - UST / Show Summary / Creative UST /
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 52 col 82722,807499,T97,97.5,provenance_record,nonical shape\\n - HPA scoring / HSI injection / SEM\\n - 97.5% pass threshold (CR-009)\\n - Sacred Imperfection mand
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 52 col 86338,811115,T97,97.5,provenance_record,output schema\\n - HPA/HSI/SEM quality machinery\\n - 97.5% threshold quality bar\\n - Phantom-commitment failu
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 53 col 32095,844824,T97,97.5,provenance_record,n Refined: 12 weighted criteria (S1–S12) with composite ≥97.5% \n (CR-009 supersedes 70% default). \n Plus K-a
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 55 col 14554,861655,T97,97.5,provenance_record,2%.\n\nR-P3-SEM-02 [FIRM] Composite weighted threshold ≥ 97.5% (CR-009)\n src: cumulative_deltas_qaf.md §10\n Supe
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 57 col 10509,900590,T97,97.5,provenance_record,"th tracking.\n\nNow I'm verifying CR-009 itself: the 70% to 97.5% threshold delta is documented in R-P3-SEM-02, so that'"
_PROVENANCE/P1_narrow/_work/session13_window2_segments.jsonl,record,B-text,line 58 col 10570,917569,T97,97.5,provenance_record,"/POST/MAP/LYR),\n 12-criterion SEM, CR-009 97.5% threshold,\n K1–K6, Show Summary + Cr"
_PROVENANCE/P1_narrow/session13_window1_replay.md,record,B-text,line 238 col 659,23326,T97,97.5,provenance_record,"R-P4-TR-01 (Triad = exactly three artifacts), R-P3-SEM-02 (≥97.5% composite threshold, CR-009), R-PIPE-01 (8-phase froze"
_PROVENANCE/P1_narrow/session13_window2_replay.md,record,B-text,line 172 col 786,28007,T97,97.5,provenance_record,"erator canon); REFINED R-MC-09 (SEM 12 criteria, composite ≥97.5% per CR-009), R-MC-12 (HPA four sub-scores), R-MS-08 (I"
_PROVENANCE/PROMOTION_2026-09-06.md,record,B-text,line 9 col 19,633,T97,97.5,provenance_record,"terpretation, never automatically canon. ## DEC-PROMO-01 — 97.5 scope - Date / operator: 2026-09-06 / Morris (Mo). - Pr"
_PROVENANCE/PROMOTION_2026-09-06.md,record,B-text,line 12 col 29,785,T97,97.5,provenance_record,SEM floor derived from CR-009. - Corrected interpretation: 97.5 belongs to the singular song interaction; select thresh
_PROVENANCE/PROMOTION_2026-09-06.md,record,B-text,line 25 col 28,2051,TG7,G≥7,provenance_record,rator: 2026-09-06 / Morris (Mo). - Previous interpretation: G≥7 replaced by universal 97.5. - Corrected interpretation:
_PROVENANCE/PROMOTION_2026-09-06.md,record,B-text,line 25 col 54,2077,T97,97.5,provenance_record,(Mo). - Previous interpretation: G≥7 replaced by universal 97.5. - Corrected interpretation: Historical G≥7 and song-lo
_PROVENANCE/PROMOTION_2026-09-06.md,record,B-text,line 26 col 40,2122,TG7,G≥7,provenance_record,d by universal 97.5. - Corrected interpretation: Historical G≥7 and song-local 97.5 are separate mechanisms; neither is
_PROVENANCE/PROMOTION_2026-09-06.md,record,B-text,line 26 col 59,2141,T97,97.5,provenance_record,. - Corrected interpretation: Historical G≥7 and song-local 97.5 are separate mechanisms; neither is a current default.
_PROVENANCE/REASSESSMENT_2026-07-19/MIGRATION_BUNDLE_REASSESSMENT_v0_1.md,record,B-text,line 42 col 42,2735,T97,97.5,provenance_record,-26) · M13 Roadmap functional migration · SEM 12-criteria / 97.5 floor / G-Card artifact / interwoven execution (DEC-24)
_PROVENANCE/REASSESSMENT_2026-07-19/MIGRATION_BUNDLE_REASSESSMENT_v0_1.md,record,B-text,line 58 col 8,3891,TG7,G-Card ≥7.0,provenance_record,"p] parity patch (v5b) — removed by M13, both records kept · G-Card ≥7.0 scalar gate · fixed 6–10/6–11 syllable bands · f"
_PROVENANCE/S13_BRIDGE/SESSION13_CANDIDATE_PATCHSET/PATCH-01_R_LIST_v0_2_FIRM_CANON.md,record,B-text,line 199 col 53,11043,T97,97.5,provenance_record,QA 2%. R-P3-SEM-02 [FIRM] Composite weighted threshold ≥ 97.5% (CR-009) src: cumulative_deltas_qaf.md §10 Supers
_PROVENANCE/S13_BRIDGE/SESSION13_IMPACT_GRAPH.yaml,record,B-text,line 37 col 30,2374,T97,97.5,provenance_record,"c material, any song artifact"" - ""SEM weights/thresholds (97.5 etc.) — cited, not modified"" - ""LEDGER/STATE/OPEN fil"
_PROVENANCE/S13_BRIDGE/SESSION13_TEST_PLAN.yaml,record,B-text,line 31 col 44,2177,T97,97.5,provenance_record,"t live emission"" D4: ""song fixtures / SEG gate execution (97.5 composite path)"" obligation: ""each D-item enters the"
_PROVENANCE/STATE.md,record,B-text,line 54 col 65,3617,T97,97.5,provenance_record,universal numeric release floor. The historical song-local 97.5 target and historical G≥7 mechanism remain separate;
_PROVENANCE/STATE.md,record,B-text,line 55 col 3,3646,TG7,G≥7,provenance_record,oor. The historical song-local 97.5 target and historical G≥7 mechanism remain separate; neither silently replaces or
_PROVENANCE/T14_extractions/bda23828_build_harvest.md,record,B-text,line 825 col 143,45637,T97,97.5,provenance_record,"ia and simulated SME agents. A later test-run prompt sets a 97.5 composite target, while the earlier compact rubric used"
_PROVENANCE/T14_extractions/bda23828_build_harvest.md,record,B-text,line 845 col 23,46300,T97,97.5,provenance_record,torical_compact_release_candidate: 70 hard_test_target: 97.5 mvp_resolution: draft_pass: 70 release_
_PROVENANCE/T14_extractions/bda23828_build_harvest.md,record,B-text,line 849 col 22,46395,T97,97.5,provenance_record,t_pass: 70 release_candidate: 85 locked_export: 97.5 ``` **Inferred SEM K1–K8 modular rebuild:** | Key | Mod
_PROVENANCE/T14_extractions/bda23828_build_harvest.md,record,B-text,line 981 col 11,53270,T97,97.5,provenance_record,ault generator sessions to dual | User/operator | | **70 vs 97.5 SEM threshold** | Compact SEM
_PROVENANCE/T14_extractions/bda23828_build_harvest.md,record,B-text,line 981 col 114,53373,T97,97.5,provenance_record,| Compact SEM says 70 pass; later generator prompt says 97.5 target | Rubric m
_PROVENANCE/T14_extractions/bda23828_build_harvest.md,record,B-text,line 981 col 295,53554,T97,97.5,provenance_record,"| Use threshold tiers: 70 draft, 85 candidate, 97.5 lock | Builder + user"
_PROVENANCE/T14_extractions/bda23828_build_harvest.md,record,B-text,line 1288 col 57,80605,T97,97.5,provenance_record,**. 9. **CM-09 (U4)** — SEM threshold tiers resolving 70-vs-97.5 conflict: 70 draft / 85 release candidate / 97.5 locked
_PROVENANCE/T14_extractions/bda23828_build_harvest.md,record,B-text,line 1288 col 106,80654,T97,97.5,provenance_record,ving 70-vs-97.5 conflict: 70 draft / 85 release candidate / 97.5 locked export. Status: **proposed** (A4 cautions agains
_PROVENANCE/T14_extractions/fc16fb1a_mvp_buildable_substance.md,record,B-text,line 58 col 318,4993,T97,97.5,provenance_record,"red missing requirements; corrects memory's ""G-Card 7-10 vs 97.5"" framing (G≥7.0 = generation eligibility, 97.5% = relea"
_PROVENANCE/T14_extractions/fc16fb1a_mvp_buildable_substance.md,record,B-text,line 58 col 333,5008,TG7,G≥7.0,provenance_record,"uirements; corrects memory's ""G-Card 7-10 vs 97.5"" framing (G≥7.0 = generation eligibility, 97.5% = release-grade). Not"
_PROVENANCE/T14_extractions/fc16fb1a_mvp_buildable_substance.md,record,B-text,line 58 col 365,5040,T97,97.5,provenance_record,"Card 7-10 vs 97.5"" framing (G≥7.0 = generation eligibility, 97.5% = release-grade). Note: no assistant turn is marked ["
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_4.html,record,B-text,line 265 col 135,22533,T97,97.5,provenance_record,criteria drive fills and round-robins; terminal composite ≥97.5 + G-Card closes; historical ≥7.0 = era history.</td><td
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_4.html,record,B-text,line 265 col 168,22566,TG7,≥7.0,provenance_record,obins; terminal composite ≥97.5 + G-Card closes; historical ≥7.0 = era history.</td><td>Governance model.</td></tr>
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_4.html,record,B-text,line 324 col 128,27751,TG7,≥7.0,provenance_record,"nce address space registered: SEG.K1–K5 (25) · G.K1–K6 (30, ≥7.0 stays era history) · SE20.K1–K7 (35) · cross-axis bindi"
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_4.html,record,B-text,line 342 col 111,29994,T97,97.5,provenance_record,e-expanded topology top · M13 migration · SEM 12-criteria / 97.5 floor / G-Card artifact / interwoven execution · lyric
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_4.html,record,B-text,line 346 col 59,30966,TG7,G-Card ≥7.0,provenance_record,> <p>MAP as axis + Creative [Road Map] parity patch · G-Card ≥7.0 scalar · fixed 6–10/6–11 bands · four-letter Per
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_4.html,record,B-text,line 411 col 107,37355,TG7,≥7.0,provenance_record,yer fidelity: 05's SEG/G/SE20 counts (25/30/35) and G.K6.S4 ≥7.0 against <code>TECHNICAL_UST_GOVERNANCE_ADDENDUM.md</cod
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_4.html,record,B-text,line 411 col 186,37434,TG7,≥7.0,provenance_record,"TECHNICAL_UST_GOVERNANCE_ADDENDUM.md</code>. Expect: exact; ≥7.0 classified era-history, NOT a current threshold.<span c"
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5.html,record,B-text,line 270 col 135,22964,T97,97.5,provenance_record,criteria drive fills and round-robins; terminal composite ≥97.5 + G-Card closes; historical ≥7.0 = era history.</td><td
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5.html,record,B-text,line 270 col 168,22997,TG7,≥7.0,provenance_record,obins; terminal composite ≥97.5 + G-Card closes; historical ≥7.0 = era history.</td><td>Governance model.</td></tr>
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5.html,record,B-text,line 332 col 128,28425,TG7,≥7.0,provenance_record,"nce address space registered: SEG.K1–K5 (25) · G.K1–K6 (30, ≥7.0 stays era history) · SE20.K1–K7 (35) · cross-axis bindi"
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5.html,record,B-text,line 351 col 111,30875,T97,97.5,provenance_record,e-expanded topology top · M13 migration · SEM 12-criteria / 97.5 floor / G-Card artifact / interwoven execution · lyric
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5.html,record,B-text,line 355 col 59,31847,TG7,G-Card ≥7.0,provenance_record,> <p>MAP as axis + Creative [Road Map] parity patch · G-Card ≥7.0 scalar · fixed 6–10/6–11 bands · four-letter Per
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5.html,record,B-text,line 424 col 107,38824,TG7,≥7.0,provenance_record,yer fidelity: 05's SEG/G/SE20 counts (25/30/35) and G.K6.S4 ≥7.0 against <code>TECHNICAL_UST_GOVERNANCE_ADDENDUM.md</cod
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5.html,record,B-text,line 424 col 186,38903,TG7,≥7.0,provenance_record,"TECHNICAL_UST_GOVERNANCE_ADDENDUM.md</code>. Expect: exact; ≥7.0 classified era-history, NOT a current threshold.<span c"
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5_claude.html,record,B-text,line 271 col 135,23049,T97,97.5,provenance_record,criteria drive fills and round-robins; terminal composite ≥97.5 + G-Card closes; historical ≥7.0 = era history.</td><td
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5_claude.html,record,B-text,line 271 col 168,23082,TG7,≥7.0,provenance_record,obins; terminal composite ≥97.5 + G-Card closes; historical ≥7.0 = era history.</td><td>Governance model.</td></tr>
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5_claude.html,record,B-text,line 333 col 128,28510,TG7,≥7.0,provenance_record,"nce address space registered: SEG.K1–K5 (25) · G.K1–K6 (30, ≥7.0 stays era history) · SE20.K1–K7 (35) · cross-axis bindi"
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5_claude.html,record,B-text,line 352 col 111,30960,T97,97.5,provenance_record,e-expanded topology top · M13 migration · SEM 12-criteria / 97.5 floor / G-Card artifact / interwoven execution · lyric
_PROVENANCE/VV_2026-07-19/MAESTRO_VV_REPORT_2026-07-19_v0_5_claude.html,record,B-text,line 356 col 59,31932,TG7,G-Card ≥7.0,provenance_record,> <p>MAP as axis + Creative [Road Map] parity patch · G-Card ≥7.0 scalar · fixed 6–10/6–11 bands · four-letter Per
